s_no,Class,ClassID,Latitude,Longitude
593,Barren Land,5,33.96639264,77.70251055
594,Barren Land,5,33.96244777,77.7052353
595,Barren Land,5,33.96287373,77.70850883
596,Barren Land,5,33.96302539,77.71179987
597,Barren Land,5,33.96001584,77.7180459
598,Barren Land,5,33.95431296,77.71444212
599,Barren Land,5,33.95063648,77.71130832
600,Barren Land,5,33.94916202,77.72368921
601,Barren Land,5,33.94987198,77.71942171
602,Barren Land,5,33.94821704,77.7152449
603,Barren Land,5,33.94363482,77.72563232
604,Barren Land,5,33.94079766,77.72839369
605,Barren Land,5,33.93869357,77.71831158
606,Barren Land,5,33.93389732,77.71889309
607,Barren Land,5,33.92900822,77.72139083
608,Barren Land,5,33.92808456,77.72806229
609,Barren Land,5,33.92825383,77.73023168
610,Barren Land,5,33.92487122,77.72856813
611,Barren Land,5,33.92441962,77.73646765
612,Barren Land,5,33.91973031,77.73037452
613,Barren Land,5,33.91769797,77.73498573
614,Barren Land,5,33.91605186,77.74121311
615,Barren Land,5,33.91150512,77.73669571
616,Barren Land,5,33.91049912,77.73146359
617,Barren Land,5,33.90495447,77.73161597
618,Barren Land,5,33.90244847,77.73572059
619,Barren Land,5,33.90015769,77.73896855
620,Barren Land,5,33.90275207,77.74178507
621,Barren Land,5,33.90529142,77.74599931
622,Barren Land,5,33.90732192,77.74484893
623,Natural Vegetation,3,34.13267354,77.5045264
624,Natural Vegetation,3,34.1312484,77.50841774
625,Natural Vegetation,3,34.1293035,77.5097984
626,Natural Vegetation,3,34.13258257,77.50187761
627,Natural Vegetation,3,34.12666456,77.50789238
628,Natural Vegetation,3,34.12199686,77.51953109
629,Natural Vegetation,3,34.12044141,77.5255963
630,Natural Vegetation,3,34.11780221,77.52611832
631,Natural Vegetation,3,34.12370898,77.53201496
632,Natural Vegetation,3,34.12415177,77.53054229
633,Natural Vegetation,3,34.11918515,77.53183327
634,Natural Vegetation,3,34.11670331,77.5289853
635,Natural Vegetation,3,34.11551106,77.52422834
636,Natural Vegetation,3,34.11158788,77.52762999
637,Natural Vegetation,3,34.11258716,77.52988446
638,Natural Vegetation,3,34.1181974,77.53195731
639,Natural Vegetation,3,34.12188244,77.53723292
640,Natural Vegetation,3,34.12304965,77.53670466
641,Natural Vegetation,3,34.12059751,77.54016636
642,Natural Vegetation,3,34.11977327,77.54125807
643,Natural Vegetation,3,34.11766613,77.54156707
644,Natural Vegetation,3,34.11690666,77.54291056
645,Natural Vegetation,3,34.11263546,77.53383221
646,Natural Vegetation,3,34.11508244,77.543077
647,Natural Vegetation,3,34.11348894,77.54547527
648,Natural Vegetation,3,34.11288415,77.54789595
649,Natural Vegetation,3,34.11774287,77.54758918
650,Natural Vegetation,3,34.10942288,77.54056132
651,Natural Vegetation,3,34.10779766,77.54325648
652,Natural Vegetation,3,34.1068523,77.54747601
653,Natural Vegetation,3,34.10958872,77.55111808
654,Natural Vegetation,3,34.11003444,77.55372786
655,Natural Vegetation,3,34.11352079,77.54994152
656,Natural Vegetation,3,34.11639182,77.55293928
657,Natural Vegetation,3,34.11763534,77.55585273
658,Natural Vegetation,3,34.11214892,77.55668066
659,Natural Vegetation,3,34.11310514,77.5562465
660,Natural Vegetation,3,34.11403372,77.5599779
661,Natural Vegetation,3,34.11378196,77.5617966
662,Natural Vegetation,3,34.11411877,77.56322004
663,Natural Vegetation,3,34.11240789,77.56259938
664,Natural Vegetation,3,34.11306145,77.56375182
665,Natural Vegetation,3,34.11172205,77.5647721
666,Natural Vegetation,3,34.11215847,77.56630546
667,Natural Vegetation,3,34.11088027,77.5676693
668,Natural Vegetation,3,34.10858562,77.55934638
669,Natural Vegetation,3,34.11155744,77.56092092
670,Natural Vegetation,3,34.11032038,77.56280225
671,Natural Vegetation,3,34.10982673,77.56595715
672,Natural Vegetation,3,34.10734689,77.56727444
673,Natural Vegetation,3,34.10636067,77.56305101
674,Natural Vegetation,3,34.10450761,77.56996252
675,Natural Vegetation,3,34.1100228,77.57124052
676,Natural Vegetation,3,34.11406981,77.57776596
677,Natural Vegetation,3,34.11642573,77.57788331
678,Natural Vegetation,3,34.11831414,77.57284204
679,Natural Vegetation,3,34.11246447,77.5809123
680,Natural Vegetation,3,34.10870916,77.57776302
681,Natural Vegetation,3,34.104911,77.57863783
682,Natural Vegetation,3,34.10493402,77.58581865
683,Natural Vegetation,3,34.09691926,77.5850752
684,Natural Vegetation,3,34.09497914,77.59154137
685,Natural Vegetation,3,34.09650793,77.59740432
686,Natural Vegetation,3,34.09472405,77.59689766
687,Natural Vegetation,3,34.09356748,77.60001385
688,Natural Vegetation,3,34.09743697,77.60454058
689,Natural Vegetation,3,34.09184403,77.60418605
690,Natural Vegetation,3,34.09133384,77.60567977
691,Natural Vegetation,3,34.08910726,77.60668567
692,Natural Vegetation,3,34.09365672,77.60619066
693,Natural Vegetation,3,34.08893628,77.59901021
694,Natural Vegetation,3,34.07699182,77.60186669
695,Natural Vegetation,3,34.07988756,77.60691491
696,Natural Vegetation,3,34.07348853,77.603469
697,Natural Vegetation,3,34.0705876,77.60354794
698,Natural Vegetation,3,34.06933573,77.60791747
699,Natural Vegetation,3,34.0768523,77.61059229
700,Natural Vegetation,3,34.06698478,77.60820791
701,Natural Vegetation,3,34.07196327,77.60676278
702,Natural Vegetation,3,34.07290036,77.61355255
703,Natural Vegetation,3,34.07688131,77.62283698
704,Natural Vegetation,3,34.07605763,77.62774837
705,Natural Vegetation,3,34.07386595,77.62101125
706,Natural Vegetation,3,34.0634137,77.61548828
707,Natural Vegetation,3,34.06155007,77.61761356
708,Natural Vegetation,3,34.0671122,77.61746069
709,Natural Vegetation,3,34.06638909,77.62503333
710,Natural Vegetation,3,34.06725007,77.62884799
711,Natural Vegetation,3,34.07022539,77.62500416
712,Natural Vegetation,3,34.05818841,77.6278112
713,Natural Vegetation,3,34.05906045,77.62220093
714,Natural Vegetation,3,34.07070701,77.63863156
715,Natural Vegetation,3,34.06945785,77.63928324
716,Natural Vegetation,3,34.06827867,77.64668975
717,Natural Vegetation,3,34.06586118,77.6437344
718,Natural Vegetation,3,34.05940141,77.64152143
719,Natural Vegetation,3,34.05151881,77.63324814
720,Natural Vegetation,3,34.05057948,77.63785957
721,Natural Vegetation,3,34.05808219,77.64465382
722,Natural Vegetation,3,34.06485064,77.65234467
723,Natural Vegetation,3,34.0618715,77.65740023
724,Natural Vegetation,3,34.05957085,77.6624364
725,Natural Vegetation,3,34.0561162,77.66491787
726,Natural Vegetation,3,34.05131822,77.66290695
727,Natural Vegetation,3,34.04899882,77.66260469
728,Natural Vegetation,3,34.04712468,77.66353804
729,Natural Vegetation,3,34.04549795,77.66253006
730,Natural Vegetation,3,34.04543229,77.66547027
731,Natural Vegetation,3,34.04234783,77.66444496
732,Natural Vegetation,3,34.04151454,77.66438301
733,Natural Vegetation,3,34.0418619,77.66633607
734,Natural Vegetation,3,34.04097442,77.66477422
735,Natural Vegetation,3,34.04080292,77.66617573
736,Natural Vegetation,3,34.04003494,77.66621283
737,Natural Vegetation,3,34.04075712,77.66829892
738,Natural Vegetation,3,34.03931064,77.66751028
739,Natural Vegetation,3,34.03882483,77.66905905
740,Natural Vegetation,3,34.03785972,77.66807221
741,Natural Vegetation,3,34.03642833,77.66783107
742,Natural Vegetation,3,34.03532681,77.66785077
743,Natural Vegetation,3,34.03664719,77.66964583
744,Natural Vegetation,3,34.03814421,77.67145953
745,Natural Vegetation,3,34.04274934,77.67398654
746,Natural Vegetation,3,34.04285399,77.67675757
747,Natural Vegetation,3,34.04083808,77.67956329
748,Natural Vegetation,3,34.03763781,77.67707797
749,Natural Vegetation,3,34.03472316,77.67543019
750,Natural Vegetation,3,34.03848148,77.68131847
751,Natural Vegetation,3,34.03804983,77.68324992
752,Natural Vegetation,3,34.03709255,77.68813565
753,Natural Vegetation,3,34.03221424,77.68680346
754,Natural Vegetation,3,34.03041052,77.68575832
755,Natural Vegetation,3,34.02723154,77.67891982
756,Natural Vegetation,3,34.03035487,77.66989508
757,Natural Vegetation,3,34.02721482,77.66912393
758,Natural Vegetation,3,34.02512039,77.66581959
759,Natural Vegetation,3,34.02794983,77.67344635
760,Natural Vegetation,3,34.02922671,77.6779069
761,Natural Vegetation,3,34.02909125,77.68085101
762,Natural Vegetation,3,34.02920254,77.68396942
763,Natural Vegetation,3,34.02469754,77.68348445
764,Natural Vegetation,3,34.01799896,77.67369598
765,Natural Vegetation,3,34.01334628,77.68551567
766,Natural Vegetation,3,34.0068003,77.67452483
767,Natural Vegetation,3,34.0044589,77.67495375
768,Natural Vegetation,3,34.0092994,77.68674072
769,Natural Vegetation,3,34.00286546,77.68076906
770,Natural Vegetation,3,33.99826971,77.67719478
771,Natural Vegetation,3,33.996386,77.6818214
772,Natural Vegetation,3,33.99463628,77.68373515
773,Natural Vegetation,3,34.00408872,77.69006025
774,Natural Vegetation,3,33.98687844,77.68821179
775,Natural Vegetation,3,33.97861857,77.69583637
776,Natural Vegetation,3,33.97013597,77.69852143
777,Natural Vegetation,3,33.97259384,77.70932424
778,Natural Vegetation,3,33.94878378,77.7224807
779,Natural Vegetation,3,33.94546034,77.72604174
780,Natural Vegetation,3,33.93612847,77.72186531
781,Natural Vegetation,3,33.92876109,77.72407825
782,Natural Vegetation,3,33.92659483,77.72583124
783,Natural Vegetation,3,33.92117697,77.72882914
784,Natural Vegetation,3,33.91395042,77.73323275
785,Natural Vegetation,3,33.91250881,77.73733243
786,Natural Vegetation,3,33.91367946,77.74040919
787,Natural Vegetation,3,33.91193278,77.74203612
788,Natural Vegetation,3,33.90911258,77.73617608
789,Natural Vegetation,3,33.9055364,77.73459586
790,Natural Vegetation,3,33.90646898,77.73750844
791,Natural Vegetation,3,33.90825795,77.74000261
792,Natural Vegetation,3,33.90857987,77.74208876
793,Natural Vegetation,3,33.90290887,77.73552605
794,Natural Vegetation,3,33.90533477,77.740365
795,Natural Vegetation,3,33.90610534,77.74291711
796,Natural Vegetation,3,33.90432198,77.74233488
797,Natural Vegetation,3,33.90086043,77.74305657
798,Natural Vegetation,3,33.8983617,77.74458797
799,Water Bodies,4,33.89401584,77.74997527
800,Water Bodies,4,33.89597052,77.74958717
801,Water Bodies,4,33.89488732,77.74968735
802,Water Bodies,4,33.9025369,77.74949323
803,Water Bodies,4,33.90599625,77.746953
804,Water Bodies,4,33.90886865,77.74424503
805,Water Bodies,4,33.91495253,77.74067757
806,Water Bodies,4,33.91812817,77.73524924
807,Water Bodies,4,33.92213388,77.73469624
808,Water Bodies,4,33.92465352,77.73127522
809,Water Bodies,4,33.9314711,77.72969081
810,Water Bodies,4,33.94042571,77.7268518
811,Water Bodies,4,33.94512065,77.72389587
812,Water Bodies,4,33.9496011,77.72045355
813,Water Bodies,4,33.95580114,77.71898729
814,Water Bodies,4,33.96008019,77.7111628
815,Water Bodies,4,33.96648691,77.70864138
816,Water Bodies,4,33.97451429,77.70935886
817,Water Bodies,4,33.97952186,77.70440785
818,Water Bodies,4,33.98953688,77.69886519
819,Water Bodies,4,34.0062395,77.68942126
820,Water Bodies,4,34.0144012,77.67949714
821,Water Bodies,4,34.02438316,77.67508433
822,Water Bodies,4,34.03233302,77.66974682
823,Water Bodies,4,34.03863635,77.66574143
824,Water Bodies,4,34.04432773,77.66148271
825,Water Bodies,4,34.04959599,77.65451435
826,Water Bodies,4,34.05650807,77.6472156
827,Water Bodies,4,34.06100976,77.6397798
828,Water Bodies,4,34.06346925,77.6323494
829,Water Bodies,4,34.06820573,77.62636237
830,Water Bodies,4,34.07335284,77.62032873
831,Water Bodies,4,34.07757804,77.61366029
832,Water Bodies,4,34.08589461,77.60525484
833,Water Bodies,4,34.09524923,77.59771417
834,Water Bodies,4,34.09991051,77.59458638
835,Water Bodies,4,34.10263558,77.58649505
836,Water Bodies,4,34.10796514,77.5705785
837,Water Bodies,4,34.11244982,77.56031752
838,Water Bodies,4,34.11126031,77.55206173
839,Water Bodies,4,34.1113897,77.54606395
840,Water Bodies,4,34.12611404,77.51408884
841,Water Bodies,4,33.90229405,77.74599133
842,Water Bodies,4,33.90496876,77.74415434
843,Water Bodies,4,33.90791162,77.74267274
844,Water Bodies,4,33.90774845,77.73834772
845,Water Bodies,4,33.90982534,77.73860498
846,Water Bodies,4,33.91297565,77.73892428
847,Water Bodies,4,33.91506132,77.73493536
848,Water Bodies,4,34.13044164,77.50602818
849,Seabuckthorn,1,34.079139,77.614722
850,Seabuckthorn,1,34.078,77.614944
851,Seabuckthorn,1,34.077083,77.616111
852,Seabuckthorn,1,34.084139,77.609333
853,Water Bodies,4,34.083417,77.610389
854,Barren Land,5,34.079333,77.616583
855,Seabuckthorn,1,34.076528,77.617639
856,Seabuckthorn,1,34.076778,77.617528
857,Seabuckthorn,1,34.078778,77.618639
858,Seabuckthorn,1,34.088722,77.621444
859,Seabuckthorn,1,34.087028,77.6215
860,Seabuckthorn,1,34.058917,77.64175
861,Seabuckthorn,1,34.05825,77.640694
862,Seabuckthorn,1,34.054528,77.638444
863,Seabuckthorn,1,34.031444,77.673083
864,Seabuckthorn,1,34.030639,77.671417
865,Seabuckthorn,1,34.029167,77.671583
866,Seabuckthorn,1,34.040444,77.660139
867,Seabuckthorn,1,34.040861,77.659306
868,Seabuckthorn,1,34.042028,77.658806
869,Seabuckthorn,1,34.041944,77.663833
870,Seabuckthorn,1,34.034778,77.670306
871,Seabuckthorn,1,33.908267,77.737517
872,Seabuckthorn,1,34.108528,77.548389
873,Seabuckthorn,1,34.1085,77.546611
874,Seabuckthorn,1,34.10875,77.546972
875,Barren Land,5,34.108389,77.549417
876,Seabuckthorn,1,34.110944,77.556333
877,Seabuckthorn,1,34.113861,77.554944
878,Seabuckthorn,1,34.130917,77.463917
879,Seabuckthorn,1,34.132056,77.453472
880,Natural Vegetation,3,34.130194,77.466333
881,Seabuckthorn,1,34.129889,77.466889
882,Seabuckthorn,1,34.131417,77.46425
883,Seabuckthorn,1,34.131889,77.45275
884,Agricultural Land,2,34.130194,77.465528
885,Seabuckthorn,1,34.124722,77.508694
886,Barren Land,5,34.1235,77.510722
887,Seabuckthorn,1,34.121028,77.515861
888,Seabuckthorn,1,33.912528,77.81725
889,Seabuckthorn,1,33.901167,77.730361
890,Seabuckthorn,1,33.90125,77.73025
891,Seabuckthorn,1,33.901,77.730306
892,Barren Land,5,33.912389,77.734056
893,Seabuckthorn,1,33.900944,77.73025
894,Seabuckthorn,1,33.904361,77.731583
895,Barren Land,5,33.903194,77.734278
896,Seabuckthorn,1,33.9035,77.734861
897,Seabuckthorn,1,33.903444,77.73425
898,Seabuckthorn,1,33.90325,77.734056
899,Seabuckthorn,1,33.90325,77.733806
900,Seabuckthorn,1,33.998611,77.685
901,Seabuckthorn,1,33.994444,77.685556
902,Seabuckthorn,1,33.908389,77.738028
903,Seabuckthorn,1,33.90665,77.735983
904,Water Bodies,4,33.907583,77.736617
905,Seabuckthorn,1,33.908183,77.7372
906,Agricultural Land,2,33.908333,77.736361
907,Seabuckthorn,1,33.909111,77.732222
908,Seabuckthorn,1,33.910417,77.733194
909,Seabuckthorn,1,33.910444,77.733361
910,Seabuckthorn,1,33.91,77.73325
911,Seabuckthorn,1,33.911889,77.733861
912,Seabuckthorn,1,33.90875,77.738222
913,Seabuckthorn,1,33.908972,77.738694
914,Seabuckthorn,1,33.909333,77.739389
915,Seabuckthorn,1,33.9095,77.740778
916,Seabuckthorn,1,33.909722,77.740806
917,Seabuckthorn,1,33.9095,77.741667
918,Seabuckthorn,1,33.910083,77.742306
919,Seabuckthorn,1,33.908722,77.743889
920,Seabuckthorn,1,33.907283,77.736067
921,Seabuckthorn,1,33.910278,77.732389
922,Seabuckthorn,1,33.910611,77.733306
923,Seabuckthorn,1,33.911056,77.733722
924,Seabuckthorn,1,33.911444,77.733222
925,Seabuckthorn,1,33.911944,77.732972
926,Seabuckthorn,1,33.901333,77.730806
927,Seabuckthorn,1,33.901583,77.731306
928,Seabuckthorn,1,33.901722,77.731528
929,Seabuckthorn,1,33.901944,77.732056
930,Seabuckthorn,1,33.900972,77.730611
931,Seabuckthorn,1,33.900722,77.730556
932,Seabuckthorn,1,33.905694,77.740528
933,Seabuckthorn,1,33.903333,77.733417
934,Seabuckthorn,1,33.903056,77.733333
